"","resp_id","date","version","age","agegroup","gender","educ","v5","v6","v7","v8_code_1","v8_code_2","v9","v10","v11","v12","v13","v14","v15","v16","v17","v18","v19","v20","v21","v22","v23","v24","v25","v26","v27","v28","v29","v30","v45","v46","v47","v48","v49A","v49B","v49C","v49D","v49E","v49F","v49G","v49H","v49I","v49S","v49J","v49R","v50","v51","v52A","v52B","v52C","v52D","v52E","v52F","v52G","v52H","v52I","v52J","v52K","v52R","v52S","v52T","v52U","v53","v54","v55","v56","v57","v58","v59","v60","v61","v62","v63","v64","v65","v66","v67","v68","v69","v70","v71","v72","v73","v75","v76","v77","v78","v79","v93","v94","v95","v104","v105","v105A","v106","v107","v108","v111","v112","v113","v114","v115","v116","v117","v118","v129","v130","v131","v132","v133","v134","v135","v137","v138_code","v139","v140","v141","v142","v143_code","v144","v148","v149","midgam","interview_wave2","date_after","v1_after","v2_after","v3_after","v4_after","v5_after","v6A_after","v6B_after","v6C_after","v6D_after","v6E_after","v6F_after","v6G_after","v6H_after","v6I_after","v6J_after","v7_after","V8A_after_code1","V8A_after_code2","V8A_after_code3","V8B_after_code1","V8B_after_code2","V8B_after_code3","v9_after","v10_after","v11_after","v17_after","v18_after","c_resp_id_before","c_date_before","girsa_c","c301","c302","c303","c304","c305","c306","c307","c308","c309","c104","c8_Code1","c8_Code2","c19","c20","c21","c25","c28","c29","c49_a","c49_b","c49_c","c49_d","c49_f","c49_h","c49_j","c52_a","c52_b","c52_d","c52_e","c52_g","c52_i","c52_k","c106","c107","c111","c310","c148","c149","d_resp_id_after","d_date_after","D1","D2","D4","D7","D9","D17","D18","educ_w","religiosity_w","educ_arab_w","weights_panel_1","weights_panel_2","weights_panel_3","weights_panel_4"
"789",198929,"17/03/2019",1,60,6,2,2,1,3,98,60,47,4,4,4,1,1,2,NA,NA,NA,NA,3,4,2,2,4,1,2,2,4,1,3,2,2,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,NA,NA,NA,NA,NA,4,4,1,97,1,NA,NA,NA,29,6,3,3,10,8,5,3,4,6,3,NA,NA,NA,NA,NA,2,"75",1,3,4,3,2,3,2,2,2,1,"16/04/2019",1,99,4,1,1,1,1,1,4,4,1,4,3,8,4,3,61,NA,NA,84,NA,NA,2,1,9,2,2,204075,"16/09/2019",1,98,98,98,98,98,3,3,5,1,99,NA,NA,NA,NA,NA,98,3,3,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,99,3,2,2,NA,"",NA,NA,NA,NA,NA,NA,NA,1,3,1,2.00325727462769,1.7930029630661,1.84684681892395,1
"790",198935,"17/03/2019",1,62,6,2,4,1,2,4,31,NA,3,2,3,1,98,3,3,4,1,2,2,2,4,2,3,3,1,NA,NA,NA,NA,NA,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,5,5,2,2,NA,NA,NA,NA,4,5,1,5,10,7,6,4,4,1,2,1,1,1,NA,1,1,"51",4,6,2,2,1,5,1,1,2,1,"15/04/2019",1,99,6,4,1,3,2,2,2,1,2,3,2,2,2,4,97,NA,NA,7,1,NA,2,2,3,1,1,203262,"03/09/2019",1,3,2,4,4,2,4,1,4,1,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,1,204617,"22/09/2019",1,2,4,6,4,1,1,2,4,NA,0.90115712740743,0.899936424246566,0.93533861150672,0.935057863620165
"791",198938,"17/03/2019",2,42,4,2,2,1,1,3,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,98,4,NA,NA,NA,NA,99,4,4,4,1,NA,NA,98,98,0,98,0,NA,NA,4,99,NA,99,NA,2,98,99,99,99,99,99,99,NA,NA,99,NA,NA,NA,99,99,99,99,99,7,NA,NA,NA,NA,3,2,4,4,4,4,3,4,1,4,4,4,4,4,2,3,96,NA,NA,NA,NA,1,3,3,94,1,NA,6,41,98,98,3,5,NA,NA,NA,NA,NA,6,3,NA,NA,NA,NA,NA,1,"Y1",99,99,4,3,5,3,2,2,2,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,3,1,2.00325727462769,1,1,1
"792",198940,"17/03/2019",1,36,3,1,3,1,5,4,12,NA,4,4,3,1,1,4,NA,NA,NA,NA,1,1,4,2,3,4,1,1,3,3,4,1,3,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,NA,NA,NA,NA,NA,3,3,3,12,2,16,NA,NA,11,7,2,1,10,1,1,1,4,1,3,NA,NA,NA,NA,NA,1,"83",1,4,6,3,2,3,2,2,2,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,3,1,2.00325727462769,1,1,1
"793",198941,"17/03/2019",1,38,3,1,8,1,5,4,48,47,4,3,5,4,1,2,NA,NA,NA,NA,1,3,4,2,3,3,1,1,4,3,4,1,1,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,4,5,4,11,1,NA,NA,NA,11,6,1,5,10,5,5,3,4,1,2,NA,NA,NA,NA,NA,1,"13",2,8,2,2,2,4,2,2,2,1,"15/04/2019",1,11,6,5,1,4,4,2,2,2,2,3,5,4,1,5,76,65,72,95,NA,NA,2,1,9,2,2,203398,"05/09/2019",1,4,1,4,5,1,1,1,4,1,11,NA,NA,NA,NA,NA,1,4,4,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,98,1,2,2,204976,"24/09/2019",1,11,5,6,22,2,2,4,3,3,0.365122616291046,0.383954167366028,0.351706027984619,0.345360815525055
"794",198943,"17/03/2019",1,25,2,2,3,1,3,4,15,NA,5,2,2,4,1,1,NA,NA,NA,NA,2,1,3,1,1,2,2,2,4,3,2,2,2,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,4,2,2,12,1,NA,NA,NA,11,99,98,3,10,4,8,4,3,1,3,NA,NA,NA,NA,NA,1,"52",4,5,4,2,2,4,2,2,2,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,3,1,2.00325727462769,1,1,1
"795",199088,"18/03/2019",1,84,8,2,5,1,3,2,21,31,2,2,98,99,2,3,1,98,98,98,98,1,1,98,3,1,4,NA,NA,NA,NA,NA,2,3,98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,5,2,97,1,NA,NA,NA,1,3,1,2,9,7,6,4,4,5,3,3,3,3,1950,1,2,"Y2",2,3,1,3,1,2,1,1,2,1,"14/04/2019",2,94,1,4,1,4,3,4,4,4,2,5,4,3,3,3,43,58,NA,22,NA,NA,2,3,4,1,1,203178,"03/09/2019",1,2,4,2,2,2,98,4,4,1,99,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,204729,"23/09/2019",1,1,4,3,3,1,1,3,2,NA,0.876813565421252,0.871930058299124,0.909328718656056,0.959553289148915
"796",199104,"18/03/2019",2,29,2,2,4,1,5,3,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,10,5,98,0,7,10,2,0,NA,0,NA,4,7,4,7,6,98,0,98,98,7,10,5,3,NA,NA,NA,NA,3,4,2,4,1,4,3,5,3,1,4,4,3,3,4,4,3,4,4,1,1,98,NA,NA,NA,NA,3,1,1,97,2,93,1,4,94,98,3,1,NA,NA,NA,NA,NA,6,3,1,1,1,NA,3,1,"14",5,6,4,1,1,3,1,1,2,1,"14/04/2019",2,94,6,5,2,3,4,4,3,4,2,5,5,2,3,5,69,NA,NA,28,NA,NA,2,2,3,1,1,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,2,3,NA,1.04829361271311,1.09107106015303,NA,NA
"797",199114,"18/03/2019",2,36,3,2,8,1,5,4,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,3,5,0,0,5,0,0,0,NA,0,NA,5,5,0,2,2,1,0,0,4,2,0,0,0,NA,NA,NA,NA,1,3,2,3,3,3,3,3,3,3,5,4,4,4,3,4,4,1,1,1,1,2,2,2,2,3,5,5,3,97,2,12,1,3,9,6,1,5,NA,NA,NA,NA,NA,6,2,1,1,1,NA,1,1,"26",3,2,1,3,1,5,1,1,2,1,"12/04/2019",1,2,3,5,3,5,4,1,1,3,1,2,5,1,1,5,69,NA,NA,11,22,NA,2,2,4,1,1,203929,"15/09/2019",2,1,1,4,5,1,4,5,1,5,2,33,30,98,3,3,NA,NA,NA,0,10,9,0,9,3,3,0,9,7,3,9,3,3,1,3,6,1,1,1,204366,"19/09/2019",1,2,5,6,4,1,1,4,4,NA,0.808874660503314,0.792485631491986,0.734300059302239,0.723389920167168
"798",199120,"18/03/2019",1,36,3,2,7,1,4,4,21,NA,5,1,3,1,1,2,4,3,98,98,2,3,4,2,4,3,1,NA,NA,NA,NA,NA,4,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,NA,NA,NA,NA,NA,2,3,1,2,NA,NA,NA,NA,9,6,1,1,10,6,3,3,2,1,1,1,1,1,NA,1,1,"24",4,3,5,2,1,5,1,1,2,1,"11/04/2019",1,3,1,5,1,4,5,1,1,4,1,3,5,2,5,5,72,61,NA,22,NA,NA,2,2,3,1,1,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,4,4,NA,0.808874660503314,0.792485631491986,NA,NA
"799",199126,"18/03/2019",2,81,8,2,3,1,2,3,33,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,98,4,4,2,3,5,4,4,4,1,NA,0,NA,8,2,4,5,4,1,3,2,2,2,3,1,0,NA,NA,NA,NA,3,4,1,3,3,4,98,98,1,3,1,98,98,2,4,4,3,2,4,4,3,2,3,2,4,3,5,5,1,97,1,NA,98,98,1,4,3,1,NA,NA,NA,NA,NA,5,2,2,2,2,1951,2,1,"Y2",1,3,2,4,1,4,1,1,2,1,"14/04/2019",1,2,6,1,1,4,5,2,3,2,3,8,8,4,3,4,64,NA,NA,98,NA,NA,2,3,4,1,1,203773,"11/09/2019",2,2,98,2,98,1,3,3,3,3,97,31,NA,2,4,3,NA,NA,NA,5,8,3,2,3,2,0,5,7,3,2,4,5,0,2,4,6,2,1,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,3,NA,1.58478352565356,1.71655336073487,1.80643336983162,NA
"800",199127,"18/03/2019",1,24,2,2,7,1,2,2,23,NA,3,2,3,3,2,2,1,3,2,4,2,2,2,2,2,2,1,NA,NA,NA,NA,NA,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,2,4,4,1,NA,NA,NA,5,3,1,5,7,6,4,4,4,6,4,1,1,1,NA,1,2,"51",3,5,4,2,1,2,1,1,3,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,4,2,NA,1.06653502734965,NA,NA,NA
"801",199129,"18/03/2019",2,35,3,2,7,1,2,3,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,98,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,1,7,5,5,6,6,4,98,6,3,NA,98,NA,8,3,6,4,4,98,8,98,98,9,8,2,0,NA,NA,NA,NA,5,3,3,3,3,1,3,4,4,1,4,4,4,2,4,4,4,3,2,4,3,1,3,3,3,3,5,5,5,1,NA,NA,2,1,1,2,98,1,NA,NA,NA,NA,NA,1,2,1,1,2,NA,2,1,"33",3,3,4,3,1,5,1,1,2,1,"12/04/2019",1,1,3,5,1,4,4,2,4,2,2,4,4,5,4,5,64,NA,NA,24,NA,NA,1,3,3,1,1,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,4,4,NA,0.808874660503314,0.792485631491986,NA,NA
"802",199130,"18/03/2019",1,23,2,1,6,1,3,3,19,NA,2,98,1,2,1,3,4,3,1,2,3,1,4,2,2,2,1,NA,NA,NA,NA,NA,1,3,1,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,98,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,4,1,1,2,NA,NA,NA,NA,5,4,3,5,10,7,4,2,1,6,1,1,4,4,NA,1,1,"Y2",98,4,3,3,1,5,1,1,3,1,"11/04/2019",1,14,2,5,2,5,4,8,2,4,2,5,4,5,8,5,98,NA,NA,98,NA,NA,2,2,8,1,1,203501,"08/09/2019",1,1,1,4,4,98,3,5,3,3,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1,204201,"19/09/2019",1,2,4,6,4,1,1,3,4,NA,0.664987325186367,0.638758498798912,0.622083682721358,0.621752486970674
"803",199131,"18/03/2019",1,25,2,1,4,1,1,2,1,NA,2,4,4,4,98,4,4,3,1,2,98,2,3,2,1,3,1,NA,NA,NA,NA,NA,2,4,2,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,4,4,4,97,98,NA,NA,NA,98,2,1,5,10,8,3,4,4,6,1,1,1,1,NA,5,1,"Y2",5,99,3,2,1,5,1,1,3,1,"15/04/2019",1,99,4,3,1,2,4,2,5,2,2,4,2,2,2,3,51,43,NA,11,1,7,2,3,4,1,1,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,2,4,NA,0.90115712740743,0.899936424246566,NA,NA
"804",199132,"18/03/2019",2,23,2,2,4,1,3,4,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,98,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,7,5,1,0,0,4,4,0,0,0,0,8,5,0,7,7,4,1,0,0,6,4,0,0,NA,NA,NA,NA,3,4,1,3,1,4,3,5,5,3,4,4,1,3,4,4,4,3,1,1,3,2,4,1,3,1,1,3,4,2,NA,NA,5,5,4,4,98,5,NA,NA,NA,NA,NA,6,1,1,1,1,NA,11,1,"44",1,4,6,3,1,5,1,1,3,1,"11/04/2019",1,2,4,3,1,4,5,3,2,4,2,4,4,2,1,2,47,43,57,30,NA,NA,2,2,4,1,1,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,2,4,NA,0.90115712740743,0.899936424246566,NA,NA
"805",199137,"18/03/2019",1,NA,2,2,8,1,2,3,31,18,4,4,4,3,2,1,1,3,4,2,1,3,2,2,4,3,2,NA,NA,NA,NA,NA,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,3,3,1,1,NA,NA,NA,NA,4,3,1,1,10,8,7,4,4,6,3,1,2,1,NA,2,2,"52",2,4,3,3,1,3,1,1,2,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,4,3,NA,0.94094372035937,NA,NA,NA
"806",199138,"18/03/2019",1,34,3,1,7,1,3,2,33,NA,2,1,1,2,2,3,1,4,3,2,1,2,4,2,3,2,2,NA,NA,NA,NA,NA,1,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,5,2,2,2,NA,NA,NA,NA,2,3,1,5,10,7,3,4,4,6,1,1,4,4,NA,1,1,"24",98,2,2,3,1,5,1,1,3,1,"18/04/2019",1,2,4,1,4,4,2,2,2,2,2,4,4,2,2,5,51,NA,NA,11,NA,NA,2,3,4,1,1,203479,"08/09/2019",1,4,4,4,5,1,4,5,2,4,9,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1,204290,"19/09/2019",1,9,5,2,3,1,1,4,4,NA,0.808874660503314,0.792485631491986,0.734300059302239,0.723389920167168
"807",199139,"18/03/2019",2,40,4,1,7,1,2,3,58,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,98,1,99,0,0,0,0,0,0,0,0,0,0,95,95,4,4,0,1,0,0,0,1,0,0,0,NA,NA,NA,NA,4,1,1,1,1,3,5,5,5,2,3,4,4,4,4,4,4,99,99,99,3,96,NA,NA,NA,NA,5,2,2,97,2,93,5,5,4,4,1,5,NA,NA,NA,NA,NA,1,2,1,1,1,NA,5,1,"13",4,5,5,3,1,4,1,1,3,1,"12/05/2019",1,2,2,3,1,4,4,3,2,3,2,4,4,4,3,5,74,64,NA,34,24,NA,2,3,3,1,1,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,4,3,NA,0.94094372035937,0.960799135152137,NA,NA
"808",199141,"18/03/2019",2,70,7,1,1,1,3,3,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,98,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,10,8,0,5,5,1,4,5,4,3,0,0,5,0,10,6,0,0,3,4,2,3,5,5,0,NA,NA,NA,NA,5,4,1,1,4,4,5,4,4,4,2,4,3,4,3,3,3,2,2,4,3,1,4,1,3,4,2,5,2,1,NA,NA,2,2,1,1,3,3,NA,NA,NA,NA,NA,1,2,2,2,2,1950,3,98,"Y2",3,4,7,3,1,4,1,1,3,1,"15/04/2019",1,1,6,5,1,5,3,4,4,4,1,2,4,5,4,5,67,56,NA,27,NA,NA,1,4,4,1,1,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,3,NA,1.58478352565356,1.71655336073487,NA,NA
"809",199142,"18/03/2019",2,40,4,1,5,1,3,3,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,5,98,98,98,98,0,6,98,8,8,0,0,10,0,8,98,0,98,8,98,0,8,7,8,0,NA,NA,NA,NA,5,4,1,3,3,5,4,4,98,98,2,98,98,98,98,4,98,2,99,98,3,1,3,1,98,3,4,4,2,97,1,NA,2,1,1,2,3,1,NA,NA,NA,NA,NA,3,3,1,1,1,NA,2,2,"72",2,99,4,1,1,2,1,1,3,1,"01/05/2019",1,8,1,5,4,5,9,9,9,9,9,5,5,9,9,3,98,NA,NA,98,NA,NA,1,2,3,1,1,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,3,2,NA,0.876813565421252,0.871930058299124,NA,NA
"810",199144,"18/03/2019",1,58,5,1,5,1,3,3,1,15,3,3,3,4,2,2,4,3,1,2,4,1,4,2,1,4,1,NA,NA,NA,NA,NA,3,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,3,5,2,1,NA,NA,NA,NA,6,1,3,5,10,5,5,4,2,1,1,4,4,4,1991,1,1,"62",3,3,3,3,1,5,1,1,3,1,"11/04/2019",1,2,2,5,2,4,3,4,4,1,4,4,4,4,4,5,98,NA,NA,7,1,NA,2,3,4,1,1,203765,"11/09/2019",1,1,1,5,2,5,5,5,5,5,9,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,204679,"22/09/2019",1,9,4,6,4,1,1,3,4,NA,0.664987325186367,0.638758498798912,0.622083682721358,0.621752486970674
"811",199145,"18/03/2019",1,24,2,1,1,1,1,1,13,NA,2,2,3,4,2,4,1,2,3,4,2,4,1,1,2,3,3,NA,NA,NA,NA,NA,1,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,4,4,3,5,2,14,NA,NA,5,1,1,5,10,6,6,4,4,1,3,1,1,1,NA,1,2,"52",3,3,3,2,1,1,1,1,3,1,"11/04/2019",1,7,1,5,4,4,2,4,2,4,2,4,5,2,5,5,74,NA,NA,34,NA,NA,1,3,4,1,1,203618,"09/09/2019",1,1,3,1,1,2,4,2,2,3,19,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1,204308,"19/09/2019",1,7,4,6,1,1,1,1,1,NA,1.76665760630585,1.71408007394999,2.03063308897948,2.0527536088633
