"","ID","date","date_telephone","agree_1","citizen‎","age","age_group","sex","educ","v144","v6","v8_code1","v8_code2","v8_code3","v601","v9","v10","v11","v12","v700","v14","v15a","v15b","v15c","v19","v701","v20","v702","v21","v36","v703","v704","v27","v28","v29","v30","v25","v22","v33","v35","v86","v89","v45","v46","v47","v48","v49a","v49z","v49b","v49s","v49i","v49k","v49h","v49f","v49c","v49j","v49y","v49t","v52a","v52b","v52c","v50","v51","v622a","v622b","v623","v53","v58","v59","v60","v61","v62","v63","v64","v65","v66","v68","v69","v104","v104a","v504","v609","v705","v106","v107","v706","v111","v601b","v506","v73","v510","v511","v109","v110","v115","v116","v707a","v707b","v707c","v119","v120","v619","v121","v122","v123","v708","v125","v126","v127","v128","v620a","v620z","v620s","v620b","v620i","v620k","v620h","v620c","v620f","v620j","v620y","v620","v712","v130","v131","v513","v134","v137","v138_code","v139","v140","v141","v143_code","sector","data_collection","Version‎","language‎","date_after","agree_2","F1","F2","F3","F5","F7","N1","F9","F110","F10","N11","N50","N51","N622a","N622b","N623","w_panel1","w_panel2","w_jews_panel1","w_jews_panel2","w_arabs_panel1","w_arabs_panel2"
"444",266519,2022-10-18,"",1,1,21,1,1,5,5,5,15,NA,NA,1,5,4,4,4,4,NA,3,4,2,3,NA,1,2,4,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,1,5,3,3,1,1,1,0,0,0,0,0,NA,7,5,3,5,5,5,NA,3,NA,4,4,4,4,4,4,4,3,4,4,4,16,NA,1,1,5,4,41,96,98,1,2,2,2,3,NA,NA,3,1,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,6,3,7,7,7,2,1,0,0,5,10,1,1,4,"",1,"2",2,9,6,1,1,1,2,1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0120176076889,NA,1.04264771938324,NA,NA,NA
"445",266523,2022-10-18,"",1,1,NA,3,2,4,3,4,1,NA,NA,2,4,3,5,4,4,1,1,2,3,4,3,2,1,1,1,3,1,NA,NA,NA,NA,3,1,3,4,4,3,3,2,1,1,10,0,0,7,7,6,0,0,0,0,0,NA,10,0,0,10,0,5,NA,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,NA,NA,1,1,3,2,3,2,3,2,2,7,4,1,2,4,2,3,2,3,3,2,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,4,"",2,"53",2,2,2,1,1,1,1,1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.54908859729767,NA,1.59597396850586,NA,NA,NA
"446",266524,2022-10-18,"",1,1,NA,4,2,5,4,3,33,NA,NA,2,5,4,3,3,2,2,1,3,4,3,1,3,1,4,3,4,2,NA,NA,NA,NA,1,2,98,3,3,98,4,1,2,3,98,98,98,98,98,98,98,98,98,98,98,NA,98,8,8,5,5,3,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,2,NA,NA,3,NA,NA,98,4,1,1,3,2,1,4,4,7,3,2,1,4,3,4,4,4,3,2,2,98,98,98,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,1,4,"",1,"41",4,9,4,1,1,1,1,1,"09/11/2022",1,1,2,4,1,2,8,3,3,2,3,5,5,5,NA,5,1.28420090675354,1.2423769235611,1.32306909561157,1.3285266160965,NA,NA
"447",266525,2022-10-20,"",1,1,36,3,1,8,4,1,60,NA,NA,2,1,1,5,4,NA,4,NA,NA,NA,4,2,1,1,4,1,4,98,4,2,1,98,4,1,1,4,3,4,2,4,1,1,10,0,0,0,0,0,0,0,0,10,10,10,10,0,0,0,5,0,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,NA,NA,1,7,5,5,1,2,5,4,4,1,1,3,2,4,1,3,3,4,4,4,2,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,NA,NA,"",NA,"14",1,9,5,2,2,1,1,2,"13/11/2022",1,2,NA,6,1,2,8,5,4,1,98,0,10,0,NA,5,0.525089204311371,0.455775856971741,NA,NA,0.446942865848541,0.300370544195175
"448",266528,2022-10-18,"",1,1,NA,1,1,5,5,4,15,NA,NA,3,4,4,3,3,4,NA,4,2,3,4,NA,98,3,3,4,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,5,3,98,98,98,98,0,0,2,0,4,0,0,NA,5,6,6,4,4,3,NA,1,NA,98,98,98,98,98,98,3,1,3,2,2,2,NA,4,1,5,3,3,96,3,2,2,2,2,3,NA,NA,5,5,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,8,3,5,8,5,5,0,0,0,6,5,1,1,7,"",1,"XX",5,7,6,1,1,1,2,1,"09/11/2022",1,1,2,1,2,1,1,3,3,2,2,5,5,3,NA,2,1.0120176076889,1.14528810977936,1.04264771938324,1.22470545768738,NA,NA
"449",266529,2022-10-18,"",1,1,25,2,1,7,1,3,1,18,NA,2,5,3,4,4,3,NA,2,1,4,4,NA,98,3,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,10,0,0,10,10,10,0,0,0,0,0,NA,10,5,0,10,3,NA,7,0,NA,3,5,3,3,5,1,3,4,3,4,3,6,NA,3,3,5,1,1,10,1,5,3,1,2,3,NA,NA,1,1,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,10,0,9,9,0,0,0,0,0,10,10,4,31,4,"",2,"Y2",2,5,4,1,1,1,2,1,"09/11/2022",1,1,5,3,1,5,1,1,3,1,3,10,0,NA,10,0,0.470399528741837,0.437010884284973,0.484636843204498,0.46731436252594,NA,NA
"450",266530,2022-10-18,"",1,1,37,3,2,8,2,3,1,NA,NA,2,5,5,5,4,4,2,1,4,3,4,10,3,1,2,2,98,1,NA,NA,NA,NA,1,2,3,2,3,98,2,2,2,1,6,4,5,6,5,4,4,0,2,0,0,NA,6,6,6,9,1,4,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,3,NA,NA,5,NA,NA,1,2,3,2,2,2,1,2,2,10,3,2,1,4,4,2,2,98,2,1,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,3,5,5,"",2,"25",1,6,4,1,1,1,1,1,"09/11/2022",1,1,1,2,3,3,1,1,2,2,4,10,2,6,NA,2,0.760490953922272,0.673792243003845,0.78350830078125,0.72051477432251,NA,NA
"451",266531,2022-10-18,"",1,1,56,5,2,6,5,2,35,NA,NA,2,4,3,4,3,98,NA,4,1,2,98,NA,3,1,3,3,98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,2,3,3,10,98,3,3,3,8,98,5,3,1,NA,3,8,9,5,5,3,NA,2,NA,3,3,3,3,98,4,4,3,3,4,3,2,NA,98,4,5,98,2,3,4,2,0,2,2,1,NA,NA,7,7,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,5,98,98,98,98,98,98,98,98,98,5,5,2,1,2,"1975",1,"22",1,10,2,1,1,1,2,1,"09/11/2022",1,1,2,6,1,2,1,3,3,2,4,5,5,3,NA,1,0.666192710399628,0.612689137458801,0.686356008052826,0.655174612998962,NA,NA
"452",266532,2022-10-18,"",1,1,25,2,1,5,5,4,18,NA,NA,1,5,3,3,3,4,NA,4,3,2,4,NA,3,2,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,5,5,0,5,98,0,0,0,98,98,5,98,98,NA,0,5,6,5,5,0,NA,3,NA,98,5,3,2,3,4,2,3,3,4,2,2,NA,1,4,4,4,3,3,5,1,1,1,2,1,NA,NA,6,3,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,3,10,98,8,8,98,2,98,98,98,4,5,2,3,4,"",1,"95",99,10,4,1,1,1,2,1,"09/11/2022",1,1,2,1,1,7,4,5,4,1,2,4,5,1,NA,4,1.0120176076889,1.14528810977936,1.04264771938324,1.22470545768738,NA,NA
"453",266533,2022-10-18,"",1,1,NA,2,2,8,4,4,1,4,NA,2,5,4,5,4,3,NA,1,2,3,4,NA,2,2,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,1,7,5,5,7,98,98,98,0,5,0,0,NA,7,7,5,10,5,7,NA,3,NA,3,4,4,4,4,4,4,3,4,4,3,98,3,4,1,5,1,1,7,2,2,2,1,2,4,NA,NA,7,1,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,9,4,7,7,6,0,0,0,0,8,7,3,10,4,"",1,"23",99,10,6,1,1,1,2,1,"09/11/2022",1,1,1,1,1,3,1,3,2,3,3,8,5,7,NA,3,0.67937833070755,0.688984990119934,0.69994068145752,0.736761033535004,NA,NA
"454",266534,2022-10-18,"",1,1,34,3,1,5,3,3,28,32,NA,4,5,4,3,4,4,2,2,1,3,3,3,3,1,2,1,2,1,NA,NA,NA,NA,1,1,3,4,4,4,1,3,5,1,7,0,2,7,7,2,0,0,0,0,0,NA,7,7,0,10,3,7,NA,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,NA,NA,1,1,4,4,1,2,4,3,3,10,5,2,1,4,3,3,3,3,4,2,2,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3,3,"1990",2,"51",3,7,5,1,1,1,1,1,"09/11/2022",1,1,5,1,1,4,1,1,3,2,4,8,5,6,NA,1,1.81057941913605,1.73425042629242,1.8653792142868,1.85450792312622,NA,NA
"455",266535,2022-10-18,"",1,1,NA,2,2,8,1,4,15,NA,NA,2,5,5,5,4,4,NA,2,3,1,4,NA,98,2,1,2,98,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,5,1,10,0,0,10,6,6,0,0,0,0,0,NA,10,0,0,10,0,NA,10,8,NA,98,5,5,98,5,4,4,4,4,4,4,4,NA,1,4,5,1,1,10,3,3,4,2,2,1,NA,NA,8,7,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,10,98,10,10,0,0,0,0,0,10,5,4,3,4,"",2,"51",5,9,5,1,1,1,2,1,"09/11/2022",1,1,5,1,98,2,1,1,98,2,4,10,5,NA,10,8,0.469588160514832,0.429274260997772,0.483800917863846,0.459041267633438,NA,NA
"456",266536,2022-10-18,"",1,1,NA,5,1,4,4,3,18,NA,NA,2,4,5,3,3,2,NA,4,3,2,98,NA,3,1,3,98,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,4,4,2,4,8,1,2,2,2,1,1,0,2,NA,3,8,5,6,5,5,NA,2,NA,2,2,3,3,4,2,4,3,4,4,4,3,NA,4,4,3,4,3,3,4,3,0,2,2,4,NA,NA,8,6,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,10,9,5,5,7,4,1,0,1,6,4,3,3,5,"",2,"83",3,7,5,1,1,1,2,1,"09/11/2022",1,1,3,5,1,2,2,2,2,3,4,7,4,5,NA,2,1.37045931816101,1.29294860363007,1.41193819046021,1.38260507583618,NA,NA
"457",266537,2022-10-18,"",1,1,NA,5,2,4,2,4,15,67,NA,4,5,5,5,3,NA,2,NA,NA,NA,2,2,98,1,98,1,98,4,3,3,3,2,2,2,3,2,3,2,2,3,98,98,2,1,1,1,1,1,1,1,2,3,3,3,1,1,2,1,2,4,NA,2,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,98,NA,NA,12,6,3,1,3,2,2,3,3,2,2,2,3,4,2,2,2,2,2,2,2,98,98,98,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,NA,NA,"",NA,"44",2,5,2,2,2,1,1,2,"16/11/2022",1,1,13,6,1,1,4,98,3,1,1,0,5,5,NA,3,2.72885394096375,3.82043671607971,NA,NA,2.32273244857788,2.51778721809387
"458",266538,2022-10-18,"",1,1,33,3,2,5,2,3,35,NA,NA,3,5,5,5,3,NA,2,NA,NA,NA,98,3,4,1,1,4,98,98,3,3,1,98,1,2,98,4,98,4,4,4,4,5,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,NA,98,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,NA,NA,NA,3,NA,NA,96,98,1,1,2,2,5,4,4,1,1,2,1,3,3,3,4,4,4,4,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,3,NA,NA,"",NA,"Y1",2,5,4,2,2,1,1,2,"13/11/2022",1,3,NA,6,1,4,4,5,4,1,2,98,98,98,NA,98,1.7165333032608,3.87749314308167,NA,NA,1.46107041835785,2.5553891658783
"459",266539,2022-10-18,"",1,1,NA,6,2,9,5,1,66,NA,NA,1,5,4,5,3,4,NA,4,1,2,4,NA,2,2,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,10,1,0,0,0,0,0,0,0,0,98,NA,10,0,0,5,0,1,NA,0,NA,2,4,4,2,2,2,4,3,4,4,4,1,NA,1,NA,4,1,1,1,5,4,4,1,3,4,NA,NA,9,1,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,10,3,5,2,2,2,2,0,0,4,10,2,3,5,"",1,"23",3,7,2,1,1,1,2,1,"09/11/2022",1,1,1,6,2,7,1,3,2,3,4,5,3,3,NA,3,0.997680306434631,0.956659257411957,1.027876496315,1.02299654483795,NA,NA
"460",266540,2022-10-18,"",1,1,25,2,1,5,2,2,18,NA,NA,2,3,3,4,3,3,NA,1,2,3,3,NA,2,2,1,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,1,5,3,4,7,6,5,3,2,2,0,2,NA,6,6,3,7,5,7,NA,5,NA,4,5,3,3,3,4,3,3,3,3,3,97,3,3,1,2,1,1,7,3,5,5,1,1,4,NA,NA,7,4,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,10,7,7,6,5,3,0,0,3,7,7,4,1,6,"",2,"Y2",4,11,3,1,1,1,2,1,"09/11/2022",1,1,4,1,3,7,4,23,2,3,4,8,3,8,NA,5,1.05897581577301,1.08161592483521,1.09102725982666,1.15661799907684,NA,NA
"461",266542,2022-10-20,"",1,1,NA,1,1,4,1,2,18,NA,NA,2,3,2,3,4,4,NA,2,4,1,4,NA,4,3,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,1,10,0,0,10,2,2,0,0,0,0,0,NA,3,4,2,10,0,NA,3,0,NA,3,5,5,5,1,1,4,3,3,2,4,4,NA,1,1,5,1,1,8,1,5,5,2,2,2,NA,NA,7,3,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,10,4,8,7,9,8,3,0,0,10,10,2,1,6,"",2,"71",4,10,5,1,1,1,2,1,"10/11/2022",1,1,5,2,1,5,8,1,2,2,2,6,3,NA,5,2,0.761014342308044,0.752448201179504,0.784047544002533,0.804624915122986,NA,NA
"462",266543,2022-10-18,"",1,1,39,3,2,5,4,4,28,NA,NA,2,5,5,3,2,NA,NA,NA,NA,NA,1,NA,4,1,4,1,4,4,4,4,3,98,NA,NA,NA,NA,NA,NA,3,NA,98,5,0,4,0,0,98,0,98,98,98,5,7,2,2,1,1,0,0,98,NA,6,NA,NA,NA,NA,NA,NA,1,4,4,4,4,4,11,NA,3,2,4,4,98,12,98,2,2,2,2,1,NA,NA,1,1,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,98,98,98,98,98,98,98,98,98,98,98,5,4,NA,NA,"",NA,"44",4,4,5,5,2,1,2,2,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.47694790363312,NA,NA,NA,1.25714123249054,NA
"463",266544,2022-10-18,"",1,1,28,2,2,9,3,4,16,NA,NA,2,5,4,5,2,NA,3,NA,NA,NA,2,1,3,1,4,98,3,4,4,3,4,2,1,2,3,1,3,2,2,2,5,5,0,0,0,0,0,0,0,9,9,9,2,10,4,4,6,2,10,2,NA,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,5,NA,NA,3,NA,NA,99,7,4,4,3,2,2,3,3,1,1,2,3,4,4,4,4,2,4,4,2,2,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,3,NA,NA,"",NA,"23",2,7,6,2,2,1,1,2,"13/11/2022",1,1,13,6,3,7,4,5,4,2,98,3,10,4,NA,5,1.38813519477844,3.31378865242004,NA,NA,1.18154609203339,2.1838903427124
"464",266545,2022-10-18,"",1,1,NA,3,1,8,5,5,60,NA,NA,2,4,2,2,2,1,NA,3,4,1,2,NA,3,2,4,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,2,3,0,5,5,0,0,1,3,4,4,0,0,NA,0,4,4,5,5,5,NA,5,NA,4,3,3,3,5,4,4,4,4,4,4,2,NA,3,4,2,4,2,3,5,5,2,1,1,2,NA,NA,10,8,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,6,10,7,5,5,6,3,1,0,0,4,5,1,11,4,"",1,"45",4,7,4,1,1,1,2,1,"29/11/2022",1,1,2,6,1,7,4,3,3,3,2,5,5,4,NA,5,0.818952620029449,0.821519553661346,0.84373939037323,0.878485858440399,NA,NA
"465",266547,2022-10-18,"",1,1,NA,4,2,4,5,5,15,NA,NA,2,5,1,2,2,1,2,4,3,1,2,2,3,2,4,4,2,3,NA,NA,NA,NA,1,2,3,3,4,3,2,3,2,2,1,10,1,1,0,0,4,4,5,1,1,NA,0,6,10,3,5,0,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,3,NA,NA,3,4,3,3,2,2,3,2,2,6,6,1,4,2,3,2,3,2,4,2,2,2,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,1,4,"",1,"14",2,7,3,1,1,1,1,1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.09717881679535,NA,1.13038647174835,NA,NA,NA
"466",266548,2022-10-18,"",1,1,NA,5,2,9,5,5,18,NA,NA,3,5,5,5,4,NA,NA,NA,NA,NA,2,NA,3,1,2,4,4,3,4,98,1,1,NA,NA,NA,NA,NA,NA,3,NA,98,5,5,6,5,1,6,5,4,4,5,1,1,1,4,5,5,3,5,4,NA,9,NA,NA,NA,NA,NA,NA,2,4,1,4,4,4,94,NA,4,1,4,4,3,2,6,2,3,2,2,2,NA,NA,3,2,1,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,1,5,5,4,4,5,4,1,1,2,9,1,NA,NA,"",NA,"22",4,8,4,2,2,1,2,2,"13/11/2022",1,2,NA,1,1,5,3,2,4,2,4,5,10,5,NA,9,0.184289291501045,0.0964871644973755,NA,NA,0.156862452626228,0.063588060438633
"467",266550,2022-10-18,"",1,1,31,3,1,7,4,3,28,NA,NA,2,5,2,3,4,NA,NA,NA,NA,NA,1,NA,4,1,4,3,4,4,3,3,1,2,NA,NA,NA,NA,NA,NA,3,NA,3,2,7,8,0,0,6,7,6,7,7,1,1,1,7,8,8,3,8,8,NA,8,NA,NA,NA,NA,NA,NA,1,4,1,4,1,4,3,NA,1,1,3,1,2,2,7,2,3,3,2,5,NA,NA,6,6,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,10,4,10,10,10,0,0,0,0,0,7,2,NA,NA,"",NA,"43",3,5,4,2,2,1,2,2,"14/11/2022",1,1,3,5,3,3,4,3,4,2,3,5,6,5,NA,8,0.602847754955292,0.31290927529335,NA,NA,0.513128995895386,0.206217005848885
"468",266551,2022-10-18,"",1,1,NA,2,2,4,3,5,18,NA,NA,98,5,3,98,98,4,NA,1,3,4,4,NA,98,1,98,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,98,98,7,98,98,98,98,98,98,5,98,98,98,NA,7,98,98,7,6,7,NA,6,NA,98,98,98,98,98,2,4,3,3,2,3,1,NA,1,NA,98,1,1,99,4,1,1,2,2,3,NA,NA,5,3,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,98,9,98,10,10,98,2,0,98,98,5,3,3,1,4,"",1,"51",99,11,2,1,1,1,2,1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.28325772285461,NA,1.32209730148315,NA,NA,NA
"469",266553,2022-10-18,"",1,1,NA,5,2,4,3,2,18,NA,NA,2,4,5,4,2,NA,NA,NA,NA,NA,2,NA,3,1,3,4,4,4,4,3,3,1,NA,NA,NA,NA,NA,NA,3,NA,2,2,5,9,5,5,5,5,5,7,10,5,5,6,5,5,8,5,10,5,NA,10,NA,NA,NA,NA,NA,NA,4,4,1,4,4,4,8,NA,1,1,3,2,2,94,7,3,3,2,3,3,NA,NA,6,5,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,10,10,10,10,10,0,0,0,0,0,7,2,NA,NA,"",NA,"53",1,9,4,2,2,1,2,2,"13/11/2022",1,2,NA,1,1,8,4,3,3,2,3,5,10,5,NA,10,2.72885394096375,3.82043671607971,NA,NA,2.32273244857788,2.51778721809387
"470",266554,2022-10-18,"",1,1,NA,5,1,4,4,2,1,NA,NA,1,3,3,4,3,4,NA,4,2,1,3,NA,3,3,3,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,7,5,5,5,6,5,2,2,2,0,0,NA,9,8,7,7,2,7,NA,3,NA,3,4,4,4,4,2,3,3,4,2,3,1,NA,4,NA,5,1,1,2,3,5,5,1,2,3,NA,NA,8,8,1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,6,8,6,8,8,4,4,2,0,0,9,8,3,3,5,"",1,"44",4,10,5,1,1,1,2,1,"09/11/2022",1,1,5,4,2,2,1,2,2,3,4,8,4,5,NA,0,1.37045931816101,1.29294860363007,1.41193819046021,1.38260507583618,NA,NA
"471",266555,2022-10-18,"",1,1,NA,4,1,6,3,2,18,NA,NA,3,3,3,3,3,NA,NA,NA,NA,NA,3,NA,3,1,3,3,3,4,4,4,1,1,NA,NA,NA,NA,NA,NA,3,NA,1,1,10,4,4,0,7,1,4,3,2,0,0,7,10,7,6,9,6,6,NA,8,NA,NA,NA,NA,NA,NA,4,4,3,4,4,3,1,NA,1,NA,1,3,3,1,1,3,3,2,3,4,NA,NA,6,5,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,7,10,10,9,8,9,4,3,5,5,8,5,2,NA,NA,"",NA,"44",4,7,6,2,2,1,2,2,"13/11/2022",1,1,1,5,4,2,4,3,3,2,4,7,5,7,NA,8,0.538300812244415,0.29189932346344,NA,NA,0.458188235759735,0.192370772361755
"472",266556,2022-10-18,"",1,1,31,3,2,6,3,2,48,NA,NA,2,5,4,5,2,NA,NA,NA,NA,NA,2,NA,3,1,4,2,4,4,3,3,2,2,NA,NA,NA,NA,NA,NA,3,NA,98,98,98,5,0,0,5,4,0,3,5,10,10,10,5,3,1,0,5,3,NA,3,NA,NA,NA,NA,NA,NA,4,3,3,4,4,3,13,NA,3,98,3,1,2,12,98,1,1,2,2,2,NA,NA,5,1,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,98,98,98,98,98,98,98,98,0,0,98,7,2,NA,NA,"",NA,"41",3,5,3,2,2,1,2,2,"20/11/2022",1,1,13,1,3,2,2,5,3,2,98,98,98,98,NA,98,0.680321216583252,0.479853272438049,NA,NA,0.57907247543335,0.316238313913345
"473",266557,2022-10-27,"",1,1,NA,7,1,8,5,4,2,13,NA,1,4,4,4,2,2,NA,4,3,1,1,NA,2,1,3,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4,4,2,6,5,0,0,0,5,6,6,2,4,NA,3,5,8,4,7,2,NA,5,NA,1,1,2,1,3,4,4,4,4,4,4,2,NA,1,4,2,1,3,6,5,5,5,1,1,4,NA,NA,7,2,1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,10,6,9,9,7,3,1,0,1,4,7,1,3,1,"1950",1,"12",3,8,1,1,1,1,2,1,"17/11/2022",1,1,9,1,4,2,4,3,4,3,2,3,5,1,NA,3,1.36499178409576,1.33228766918182,1.40630519390106,1.42467200756073,NA,NA
"474",266558,2022-10-18,"",1,1,NA,3,2,3,1,3,23,32,NA,2,5,4,4,4,4,NA,1,4,3,4,NA,2,1,3,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,98,1,7,1,1,5,8,8,0,0,1,0,0,NA,9,1,0,9,1,NA,7,0,NA,4,5,5,5,4,4,4,3,3,3,3,97,4,3,4,5,4,1,10,2,2,1,2,2,4,NA,NA,6,2,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,10,98,10,10,0,0,0,0,0,10,6,4,3,5,"",2,"97",5,7,5,1,1,1,2,1,"09/11/2022",1,1,5,3,1,5,1,1,3,2,4,10,1,NA,7,1,0.815251350402832,0.720263779163361,0.83992612361908,0.770208775997162,NA,NA
"475",266559,2022-10-18,"",1,1,32,3,1,1,1,2,44,NA,NA,4,5,5,5,4,3,NA,2,1,3,4,NA,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,1,8,1,2,10,7,7,0,0,0,0,0,NA,10,2,0,10,1,NA,10,2,NA,2,5,4,5,1,4,3,4,4,1,2,4,NA,2,1,5,1,1,11,1,3,5,1,1,4,NA,NA,5,5,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,10,0,6,5,1,0,0,0,0,10,9,4,1,6,"",2,"12",4,7,5,1,1,1,2,1,"24/11/2022",1,1,5,3,1,5,1,1,1,4,4,5,5,NA,10,5,0.918659865856171,0.829356968402863,0.946464419364929,0.886866748332977,NA,NA
"476",266560,2022-10-18,"",1,1,77,7,1,7,5,1,100,NA,NA,2,3,3,3,98,NA,NA,NA,NA,NA,98,NA,98,1,1,4,98,3,98,2,1,2,NA,NA,NA,NA,NA,NA,3,NA,1,1,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,NA,10,NA,NA,NA,NA,NA,NA,2,1,1,1,1,1,1,NA,1,NA,98,1,3,1,1,4,4,2,2,1,NA,NA,8,3,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,10,10,10,10,10,0,0,0,0,10,10,1,NA,NA,"",NA,"44",99,7,7,5,2,1,2,2,"24/11/2022",1,1,1,6,4,7,8,6,4,3,4,98,98,5,NA,10,0.300207108259201,0.301725327968597,NA,NA,0.255528807640076,0.198846429586411
