"","id","date","agree","age","agegroup","gender","educ","v5","v6","v8_code","v501","v514","v12","v13","v15","v16","v19","v20","v21","v503A","v25","v22","v26","v27","v28","v29","v30","v502","v45","v46","v47","v48","v49A","v49B","v49C","v49D","v49H","v49I","v49S","v49K","v49J","v50","v51","v52A","v52B","v52I","v52K","v52R","v63","v64","v65","v66","v67","v68","v69","v504","v73","v505","v506","v104E","v106","v107","v507","v508","v509","v111","v510","v511","v115","v116","v512_code","v513","v134","v135","v137","v139","v140","v141","v143_code","v144","v147","Language","sector","date_after","agree_after","E1_after","E2_after","E4_after","E7_after","E8A_after_code1","E8A_after_code2","E8A_after_code3","E8B_after_code1","E8B_after_code2","E8B_after_code3","E9_after","E10_after","E147_after","E17_after","E18_after","Institute","weights_panel_1","weights_panel_2","educ_w","religiosity_w","educ_arabs_w"
"160",2167,"16/02/2020",1,66,6,1,7,1,1,13,3,1,1,2,1,3,1,2,2,2,3,99,NA,NA,NA,NA,NA,NA,2,2,2,2,8,5,3,4,3,2,0,2,0,7,5,8,4,3,NA,NA,2,3,3,4,4,3,3,4,2,5,0,1,98,5,1,1,98,2,1,4,8,4,21,6,NA,1,1,3,"5",4,1,5,1,1,1,"04/03/2020",1,1,1,4,6,"43","78","","01","38","",1,3,1,1,1,1,0.735888841118538,0.682562047209443,4,4,3
"161",2178,"04/02/2020",1,65,6,2,8,1,1,1,1,2,3,2,1,3,4,2,1,2,1,2,NA,NA,NA,NA,NA,NA,1,2,2,2,8,6,0,8,7,0,0,0,0,8,6,9,7,6,NA,NA,4,3,4,4,4,4,4,1,1,6,1,4,5,1,5,4,5,3,1,2,9,6,22,2,1976,1,2,3,"6",2,1,2,1,1,1,"05/03/2020",1,1,4,5,3,"43","51","","30","01","",1,3,1,1,1,1,0.818584790707929,0.761869300116221,4,2,3
"162",2184,"05/02/2020",1,65,6,1,8,1,1,1,2,1,4,2,3,1,4,2,2,1,1,98,NA,NA,NA,NA,NA,NA,1,3,2,2,9,6,1,8,4,4,4,4,0,6,4,9,5,4,NA,NA,2,4,3,3,4,4,4,4,1,6,5,1,2,4,1,1,1,3,1,4,9,8,52,2,1983,1,2,2,"4",1,1,2,1,1,1,"04/03/2020",1,1,1,4,1,"63","","","30","","",1,3,1,1,1,1,0.818584790707929,0.761869300116221,4,2,3
"163",2185,"04/02/2020",1,65,6,2,5,1,2,1,3,3,2,1,2,3,1,2,2,8,3,98,NA,NA,NA,NA,NA,NA,4,4,98,98,5,5,5,5,7,0,5,4,0,4,6,6,5,7,NA,NA,2,3,98,4,4,4,3,98,3,2,2,1,98,2,9,9,1,4,3,5,6,98,6,3,1992,1,1,2,"5",2,1,5,2,1,1,"",NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,1,0.719122699947309,NA,3,4,2
"164",2199,"04/02/2020",1,65,6,1,2,1,2,28,3,1,4,2,1,3,4,4,3,1,4,1,NA,NA,NA,NA,NA,NA,3,3,2,2,10,0,0,5,0,7,6,7,0,10,5,10,0,0,NA,NA,2,4,4,2,4,3,4,2,1,5,5,1,6,1,1,1,1,1,2,4,10,7,33,5,NA,3,1,4,"4",4,1,4,1,1,1,"12/03/2020",1,1,1,5,6,"51","42","43","99","","",1,3,1,1,1,1,1.87128420840388,2.09344265543256,1,3,1
"165",2216,"28/02/2020",1,65,6,2,3,1,3,32,2,8,2,1,3,4,98,98,3,4,1,2,NA,NA,NA,NA,NA,NA,4,98,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,NA,NA,98,4,2,4,4,4,4,1,3,6,0,99,98,99,99,99,98,99,2,5,7,4,48,5,NA,10,2,99,"7",2,1,3,1,1,1,"",NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,1,1.87128420840388,NA,1,3,1
"166",2225,"01/03/2020",1,65,6,2,1,1,2,33,98,1,3,1,4,1,3,4,3,1,2,1,NA,NA,NA,NA,NA,NA,3,2,2,2,8,5,3,6,98,5,98,4,0,10,0,10,98,0,NA,NA,2,4,2,3,4,3,4,4,3,6,5,1,1,1,94,1,1,1,2,1,10,8,8,1,1962,3,2,3,"3",2,1,3,3,1,1,"",NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,1,1.87128420840388,NA,1,3,1
"167",2229,"28/02/2020",1,65,6,2,4,1,2,1,3,3,2,1,3,4,2,3,1,4,1,2,NA,NA,NA,NA,NA,NA,2,4,98,98,0,7,7,4,5,5,0,4,4,5,6,2,8,5,NA,NA,3,4,4,4,4,4,4,4,3,6,4,99,98,99,2,2,98,4,3,5,5,5,0,5,NA,2,1,2,"4",2,1,4,1,1,1,"05/03/2020",1,1,2,4,6,"43","56","","31","07","",2,3,1,1,1,1,1.15634963894953,1.15846023458436,2,3,2
"168",2334,"01/03/2020",1,65,6,1,7,1,2,23,3,1,2,1,3,4,2,3,2,4,1,2,NA,NA,NA,NA,NA,NA,4,4,98,98,3,98,7,98,98,5,0,5,0,1,1,4,98,1,NA,NA,4,4,3,3,4,4,4,4,1,5,1,97,5,5,94,95,5,3,1,4,7,4,20,2,1965,1,2,2,"6",2,1,1,1,1,1,"04/03/2020",1,1,3,1,9,"48","51","","21","16","",2,3,1,1,1,1,0.866611606617809,0.939426163280526,4,1,3
"169",2356,"02/02/2020",1,65,6,1,7,1,2,61,2,2,4,2,3,1,4,1,4,2,3,98,NA,NA,NA,NA,NA,NA,2,4,3,3,7,2,0,7,5,0,5,0,0,7,3,4,6,5,NA,NA,5,2,2,1,2,2,3,1,1,5,1,97,6,5,5,4,5,1,1,4,9,1,61,6,NA,1,1,5,"5",2,1,5,1,1,1,"04/03/2020",1,1,5,1,6,"52","70","67","11","01","27",5,3,1,1,1,1,0.735888841118538,0.682562047209443,4,4,3
"170",2357,"04/02/2020",1,64,6,2,8,1,3,32,3,2,2,1,3,4,2,3,3,3,1,2,NA,NA,NA,NA,NA,NA,2,4,1,1,1,7,7,2,5,0,1,0,5,1,8,1,8,5,NA,NA,4,3,4,4,4,4,4,98,3,4,2,97,98,3,2,3,98,3,3,1,5,4,88,3,1990,1,1,1,"3",2,1,5,1,1,1,"05/03/2020",1,1,2,4,8,"61","","","07","22","13",2,1,1,1,1,1,0.735888841118538,0.682562047209443,4,4,3
"171",2361,"02/02/2020",1,64,6,2,7,1,1,56,2,8,3,2,99,99,99,2,99,2,2,1,NA,NA,NA,NA,NA,NA,2,4,2,2,7,1,2,9,0,4,0,5,0,6,5,9,0,0,NA,NA,4,3,4,4,4,4,3,3,1,6,4,99,98,98,99,99,99,3,1,4,10,5,13,6,NA,1,2,99,"5",3,1,2,2,1,1,"",NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,1,0.818584790707929,NA,4,2,3
"172",2366,"02/02/2020",1,64,6,2,4,1,5,23,3,1,3,1,3,4,2,4,2,3,1,2,NA,NA,NA,NA,NA,NA,3,4,98,2,5,7,3,9,0,5,3,2,0,5,5,5,8,0,NA,NA,4,4,3,3,3,4,4,4,3,3,2,97,98,5,3,1,3,5,3,1,9,3,33,5,NA,3,2,99,"4",2,1,5,1,1,1,"05/03/2020",1,1,99,8,8,"93","","","93","","",6,3,1,1,1,1,1.02206925952575,1.09298421499177,2,4,2
"173",2367,"02/02/2020",1,64,6,2,4,1,3,12,1,2,2,1,3,4,2,2,4,2,1,2,NA,NA,NA,NA,NA,NA,4,4,1,1,6,7,0,6,4,0,0,0,2,6,8,7,7,4,NA,NA,5,3,3,4,4,2,4,4,3,5,1,2,98,5,2,2,4,7,3,1,10,6,31,1,1969,12,1,3,"3",1,1,5,2,1,1,"",NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,1,1.02206925952575,NA,2,4,2
"174",2377,"27/02/2020",1,64,6,2,7,1,3,33,2,2,2,1,4,3,1,4,4,4,1,2,NA,NA,NA,NA,NA,NA,1,3,1,1,3,10,10,3,4,2,0,3,4,2,9,1,9,3,NA,NA,3,4,4,4,4,4,4,4,1,5,4,2,4,4,3,3,2,5,1,1,9,4,33,6,NA,2,1,3,"4",2,1,5,1,1,1,"05/03/2020",1,1,2,5,6,"66","","","11","13","07",2,3,1,1,1,1,0.735888841118538,0.682562047209443,4,4,3
"175",2391,"26/02/2020",1,64,6,1,7,1,2,1,3,3,3,98,1,4,3,1,2,4,1,2,NA,NA,NA,NA,NA,NA,1,1,3,3,2,8,5,3,0,0,0,0,0,5,7,4,8,5,NA,NA,4,4,4,4,4,4,4,3,1,5,0,2,5,5,2,2,4,4,1,4,9,4,21,6,NA,1,2,5,"7",2,1,2,1,1,1,"09/03/2020",1,1,2,3,2,"41","","","07","","",5,3,1,1,1,1,0.818584790707929,0.761869300116221,4,2,3
"176",2443,"01/03/2020",1,60,6,1,4,1,99,15,99,1,4,2,1,2,99,99,99,9,99,99,NA,NA,NA,NA,NA,NA,99,99,2,2,10,0,99,99,99,99,99,99,99,99,99,99,99,99,NA,NA,99,99,99,99,99,99,99,99,99,99,99,1,98,1,1,1,1,99,99,9,99,99,9,1,1957,2,2,99,"3",99,1,99,2,1,1,"",NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,1,1,NA,2,99,2
"177",2463,"19/02/2020",1,64,6,2,7,1,2,33,2,2,3,1,3,4,1,3,4,4,1,2,NA,NA,NA,NA,NA,NA,2,2,1,1,5,7,9,1,4,3,0,1,2,3,8,4,6,3,NA,NA,4,4,3,4,4,4,4,4,1,6,0,2,5,3,2,3,2,6,3,3,9,5,21,2,1977,1,1,2,"5",2,1,5,1,1,1,"09/03/2020",1,1,2,5,2,"98","","","21","","",2,3,1,1,1,1,0.735888841118538,0.682562047209443,4,4,3
"178",2526,"26/02/2020",1,64,6,2,7,1,4,55,3,2,1,1,3,4,1,3,4,4,1,2,NA,NA,NA,NA,NA,NA,1,2,1,1,0,8,8,1,6,0,0,0,9,0,10,0,9,6,NA,NA,1,4,4,4,4,4,4,3,1,5,4,2,98,3,3,6,9,7,1,1,7,3,21,6,NA,1,1,4,"6",4,1,5,1,1,1,"09/03/2020",1,1,11,5,2,"62","56","43","15","21","",2,2,1,1,1,1,0.735888841118538,0.682562047209443,4,4,3
"179",2554,"11/02/2020",1,63,6,2,7,1,1,24,2,2,4,2,1,3,2,1,1,4,1,2,NA,NA,NA,NA,NA,NA,1,4,2,2,7,4,3,1,2,4,9,8,2,1,8,98,2,1,NA,NA,5,4,3,1,3,4,4,4,3,6,4,99,98,5,1,1,1,7,3,2,6,3,31,3,1990,1,1,1,"3",2,1,3,1,1,1,"",NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,1,0.832570579541014,NA,4,3,3
"180",2598,"16/02/2020",1,63,6,1,8,1,1,33,2,1,3,98,4,1,2,2,1,4,1,2,NA,NA,NA,NA,NA,NA,2,4,98,98,6,6,6,1,5,1,1,1,1,6,6,4,6,6,NA,NA,4,4,3,3,3,3,3,4,1,6,0,99,98,5,99,99,99,4,1,4,10,1,20,6,NA,1,1,4,"5.5",2,1,5,1,1,1,"04/03/2020",1,1,99,3,6,"98","","","98","","",5,3,2,1,1,1,0.735888841118538,0.682562047209443,4,4,3
"181",2601,"01/03/2020",1,63,6,2,8,1,1,23,3,1,2,2,3,4,2,4,3,4,1,2,NA,NA,NA,NA,NA,NA,1,2,1,1,0,8,4,0,2,0,0,0,0,5,5,0,8,5,NA,NA,4,4,4,4,4,4,4,98,3,6,3,2,1,5,2,2,98,5,3,1,6,5,9,9,NA,9,99,99,"99",99,1,99,2,1,1,"",NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,1,1,NA,4,99,3
"182",2602,"01/03/2020",1,NA,4,2,7,1,2,47,3,2,2,1,NA,NA,1,4,4,2,1,2,1,4,2,3,3,3,1,3,1,2,5,7,7,NA,NA,NA,NA,NA,5,0,8,8,7,NA,7,5,4,3,1,1,1,1,1,1,1,5,1,94,1,3,11,94,11,7,1,5,6,3,21,NA,NA,NA,NA,4,"4",6,5,3,2,2,2,"",NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,1,0.313817322254181,NA,4,3,3
"183",2608,"03/02/2020",1,63,6,1,5,1,2,32,99,1,3,1,3,4,1,4,3,4,1,2,NA,NA,NA,NA,NA,NA,3,3,98,98,0,5,5,0,0,0,0,0,0,5,8,5,5,2,NA,NA,99,2,1,4,2,4,4,4,1,6,0,2,4,5,3,3,2,4,1,4,9,5,84,6,NA,1,1,2,"3",1,1,5,1,1,1,"04/03/2020",1,1,3,9,2,"91","","","91","","",2,3,3,1,1,1,0.719122699947309,0.738385073888072,3,4,2
"184",2609,"03/02/2020",1,63,6,2,3,1,2,31,1,1,1,1,1,4,2,4,1,1,4,1,NA,NA,NA,NA,NA,NA,2,2,2,2,10,0,0,0,0,0,0,0,0,10,0,10,0,0,NA,NA,2,4,4,4,4,4,4,4,3,5,0,1,1,1,1,1,1,1,3,1,7,7,21,5,NA,10,1,3,"5",2,1,3,1,1,1,"",NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,1,1.87128420840388,NA,1,3,1
"185",2631,"26/02/2020",1,NA,6,2,8,1,2,33,2,2,3,2,3,1,2,3,2,4,1,2,NA,NA,NA,NA,NA,NA,1,3,1,1,99,99,99,99,99,99,99,99,99,99,99,6,7,7,NA,NA,3,4,4,4,4,4,4,4,3,6,5,99,98,98,99,99,99,4,1,4,7,5,31,4,NA,1,1,4,"5",4,1,5,2,1,1,"",NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,1,0.735888841118538,NA,4,4,3
"186",2637,"26/02/2020",1,NA,6,2,8,1,2,32,1,3,3,1,4,1,2,4,4,4,1,2,NA,NA,NA,NA,NA,NA,3,3,1,1,4,8,8,6,5,3,2,2,2,6,8,5,8,6,NA,NA,4,4,4,4,4,3,4,4,3,5,3,2,5,3,2,2,98,4,1,1,8,4,33,6,NA,1,1,2,"4",3,1,4,1,1,1,"05/03/2020",1,1,2,3,6,"62","75","","22","35","",2,3,1,1,1,1,0.832570579541014,0.723451426363539,4,3,3
"187",2693,"30/01/2020",1,62,6,2,4,1,2,24,1,8,4,1,4,2,3,1,3,8,3,1,NA,NA,NA,NA,NA,NA,3,4,2,2,5,4,0,3,7,0,98,1,98,4,5,7,5,8,NA,NA,4,3,3,4,4,1,3,2,3,5,3,9,5,5,99,99,98,5,3,1,5,5,8,3,NA,1,1,1,"3",2,1,4,1,1,1,"05/03/2020",1,1,9,3,8,"41","","","11","","",3,2,2,1,1,1,1.15634963894953,1.15846023458436,2,3,2
"188",2694,"30/01/2020",1,62,6,2,8,1,2,13,2,1,3,98,4,1,98,2,2,8,3,1,NA,NA,NA,NA,NA,NA,1,3,2,2,8,5,2,7,0,0,0,2,0,9,5,8,4,0,NA,NA,1,3,3,4,4,3,4,4,1,6,2,4,2,5,5,1,1,5,1,4,8,5,21,6,NA,1,2,3,"6",2,1,2,1,1,1,"09/03/2020",1,1,4,5,6,"66","","","38","","",3,3,1,1,1,1,0.818584790707929,0.761869300116221,4,2,3
"189",2702,"23/02/2020",1,62,6,2,7,1,2,2,3,2,2,1,4,3,1,3,1,4,1,2,NA,NA,NA,NA,NA,NA,2,3,1,1,3,6,8,2,2,2,0,2,8,5,7,4,7,4,NA,NA,4,4,4,4,3,4,4,2,1,5,1,98,98,3,6,6,9,6,3,1,6,5,21,2,1965,1,1,3,"3",1,1,5,1,1,1,"09/03/2020",1,1,3,4,6,"51","","","22","11","",2,2,2,1,1,1,0.735888841118538,0.682562047209443,4,4,3
"190",2707,"12/02/2020",1,62,6,2,8,1,2,71,1,3,4,2,3,4,2,1,4,1,1,2,NA,NA,NA,NA,NA,NA,4,4,2,2,8,5,5,98,98,98,98,98,98,8,5,8,98,1,NA,NA,2,4,4,4,4,1,4,4,3,6,2,1,6,5,1,1,1,3,3,1,8,3,21,3,1990,1,2,4,"4",2,1,5,1,1,1,"11/03/2020",1,1,1,3,6,"51","","","11","","",3,3,1,1,1,1,0.735888841118538,0.682562047209443,4,4,3
"191",2709,"28/02/2020",1,29,2,1,6,1,3,62,3,3,1,2,4,1,4,1,3,2,2,2,NA,NA,NA,NA,NA,NA,3,4,2,2,6,4,4,3,2,2,3,3,1,6,7,5,4,2,NA,NA,2,4,3,4,3,3,4,2,3,3,3,97,4,3,3,3,94,3,3,3,6,5,46,4,NA,1,1,3,"4",4,1,5,1,1,1,"",NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,1,0.719122699947309,NA,3,4,2
"192",2760,"03/02/2020",1,NA,6,2,2,1,2,4,3,2,4,2,3,2,4,4,4,1,4,1,NA,NA,NA,NA,NA,NA,1,2,2,2,10,0,0,5,0,0,0,0,0,10,0,10,0,0,NA,NA,2,4,4,1,4,3,3,4,1,5,0,1,5,5,1,1,1,7,3,3,10,10,33,3,1974,3,1,3,"5",3,1,4,1,1,1,"09/03/2020",1,1,1,4,4,"98","","","98","","",3,3,1,1,1,1,1.87128420840388,2.09344265543256,1,3,1
"193",2765,"04/02/2020",1,62,6,1,8,1,1,21,2,1,3,2,1,2,3,2,1,2,3,1,NA,NA,NA,NA,NA,NA,3,4,2,2,9,4,4,9,3,6,5,6,1,9,7,9,5,3,NA,NA,4,4,4,4,4,3,4,4,1,6,0,4,5,1,5,5,5,2,1,4,8,5,21,6,NA,1,2,5,"6",3,1,2,1,1,1,"05/03/2020",1,1,4,5,6,"43","","","20","","",3,3,1,1,1,1,0.818584790707929,0.761869300116221,4,2,3
"194",2874,"26/02/2020",1,NA,6,2,8,1,4,32,3,8,3,1,3,4,1,3,3,4,1,2,NA,NA,NA,NA,NA,NA,1,3,1,1,0,9,10,0,0,0,0,0,3,3,6,0,8,2,NA,NA,3,4,3,4,4,4,4,4,3,5,4,97,6,3,3,2,2,6,3,3,6,3,38,2,1964,16,2,2,"5",2,5,5,1,1,1,"04/03/2020",1,1,2,4,6,"43","56","","31","","",2,1,2,1,1,1,0.735888841118538,0.682562047209443,4,4,3
"195",2877,"27/02/2020",1,62,6,1,3,1,1,33,3,2,4,1,3,4,4,4,4,4,1,2,NA,NA,NA,NA,NA,NA,1,1,1,2,5,8,8,2,2,1,0,0,0,5,5,4,8,5,NA,NA,3,4,1,3,3,4,4,4,1,5,5,97,6,5,2,2,2,4,3,3,8,1,3,1,1968,2,2,3,"5",6,1,4,1,1,1,"",NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,1,1.87128420840388,NA,1,3,1
"196",2905,"18/02/2020",1,61,6,1,5,1,3,1,1,1,3,1,3,2,2,2,2,2,1,2,NA,NA,NA,NA,NA,NA,3,4,2,2,5,3,98,98,5,98,98,98,98,5,6,6,3,5,NA,NA,4,4,3,4,4,3,4,4,3,5,0,97,98,1,1,1,6,4,3,1,6,6,24,3,1990,1,1,2,"3",2,1,4,1,3,1,"11/03/2020",1,1,1,4,3,"41","46","","01","13","",3,3,3,3,1,1,0.813601687649164,0.782618572324398,3,3,2
"197",2928,"20/02/2020",1,60,6,1,5,1,2,65,2,1,3,2,1,3,2,1,1,1,1,1,NA,NA,NA,NA,NA,NA,2,3,2,2,7,5,4,7,0,7,3,7,1,7,5,8,6,3,NA,NA,4,3,4,3,4,3,3,2,1,5,3,97,5,1,7,7,94,3,1,4,9,7,32,2,1966,8,2,2,"5",4,1,1,1,1,1,"04/03/2020",1,1,7,4,6,"51","","","11","","",1,4,1,1,1,1,0.846867140164023,1.01625670489914,3,1,2
"198",2932,"20/02/2020",1,60,6,1,3,1,2,31,3,1,2,1,3,4,1,4,4,4,1,2,NA,NA,NA,NA,NA,NA,3,3,1,1,0,98,6,0,6,5,0,4,6,4,8,0,7,6,NA,NA,2,3,4,4,4,4,4,4,1,5,1,2,6,3,2,2,9,7,3,5,6,3,14,6,NA,5,1,1,"3.5",2,1,5,1,1,1,"",NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,1,1.65398249873891,NA,1,4,1
"199",2942,"16/02/2020",1,NA,5,1,4,1,4,59,2,3,3,2,2,3,3,1,3,1,3,2,NA,NA,NA,NA,NA,NA,3,2,1,1,5,3,4,1,0,2,1,1,0,5,4,4,3,0,NA,NA,2,3,2,3,4,4,2,4,1,4,2,1,3,1,5,4,1,4,1,3,7,6,31,5,NA,3,1,3,"4",4,1,4,1,1,1,"15/03/2020",1,2,94,1,8,"98","","","98","","",1,2,2,1,1,1,1.15634963894953,1.15846023458436,2,3,2
"200",2945,"16/02/2020",1,58,5,2,6,1,4,34,2,3,3,1,1,3,3,2,3,3,1,2,NA,NA,NA,NA,NA,NA,4,2,4,98,5,4,7,1,0,0,0,2,0,4,6,5,4,2,NA,NA,3,3,2,2,4,4,3,2,1,2,4,3,3,5,3,3,98,5,3,1,7,5,59,5,NA,5,2,3,"3",4,1,4,1,1,1,"",NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,1,0.813601687649164,NA,3,3,2
"201",2946,"17/02/2020",1,61,6,1,4,1,2,32,2,1,4,1,1,2,2,98,1,1,1,1,NA,NA,NA,NA,NA,NA,1,2,2,2,9,6,1,5,2,5,2,3,2,7,5,9,7,4,NA,NA,2,4,3,3,4,4,4,4,3,6,0,1,1,1,1,1,1,1,3,1,10,7,33,5,NA,11,1,1,"2",2,1,5,1,1,1,"09/03/2020",1,1,1,5,6,"43","","","01","","",3,3,1,1,1,1,1.02206925952575,1.09298421499177,2,4,2
"202",2949,"17/02/2020",1,60,6,2,8,1,2,21,1,1,2,1,3,4,3,2,3,4,1,2,NA,NA,NA,NA,NA,NA,2,3,1,1,2,8,10,3,2,0,0,0,0,5,5,3,5,3,NA,NA,4,4,1,3,4,4,4,1,3,5,3,3,4,4,3,3,2,5,3,1,7,7,11,4,NA,2,1,3,"6",3,1,4,1,1,1,"05/03/2020",1,1,3,5,6,"43","","","11","01","",2,3,1,1,1,1,0.832570579541014,0.723451426363539,4,3,3
"203",2951,"17/02/2020",1,60,6,1,8,1,2,65,1,2,2,1,4,3,2,2,3,4,1,2,NA,NA,NA,NA,NA,NA,1,2,1,1,5,8,8,6,6,6,99,6,6,8,8,3,8,7,NA,NA,4,4,2,4,4,4,4,3,2,6,5,2,3,3,3,2,4,3,3,4,8,6,24,2,1983,1,2,3,"4",2,1,2,1,1,1,"04/03/2020",1,1,3,3,2,"73","","","13","","",2,3,1,1,1,1,0.818584790707929,0.761869300116221,4,2,3
"204",2952,"16/02/2020",1,60,6,2,6,1,5,40,3,3,2,1,4,3,1,1,4,4,1,2,NA,NA,NA,NA,NA,NA,1,1,4,4,0,8,8,0,0,0,0,0,7,0,10,0,8,2,NA,NA,4,4,4,4,1,4,4,4,1,4,4,16,3,5,6,6,11,7,1,4,8,1,62,4,NA,9,2,3,"4",8,5,98,1,1,1,"05/03/2020",1,1,3,5,9,"43","","","39","01","",2,1,1,1,1,1,1,1,3,98,2
"205",2954,"20/02/2020",1,60,6,2,8,1,3,58,1,8,4,98,3,99,4,1,4,4,2,98,NA,NA,NA,NA,NA,NA,4,3,1,99,2,4,2,2,1,1,1,1,2,2,4,2,4,1,NA,NA,4,3,2,2,3,3,3,98,99,5,0,2,98,3,2,2,1,4,3,1,3,3,57,3,1994,1,1,2,"לא  דירה  שלה",3,1,4,1,1,1,"",NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,1,0.832570579541014,NA,4,3,3
"206",2958,"20/02/2020",1,60,6,2,7,1,2,65,2,3,3,98,4,3,4,3,4,4,1,2,NA,NA,NA,NA,NA,NA,4,4,98,2,5,8,3,2,3,1,98,0,1,5,7,2,8,3,NA,NA,2,4,4,4,4,4,4,1,3,3,1,2,11,4,2,2,98,4,3,4,4,3,60,5,NA,1,1,1,"2",1,1,5,1,1,1,"09/03/2020",1,1,2,2,8,"41","42","","02","","",5,2,1,1,1,1,0.735888841118538,0.682562047209443,4,4,3
"207",2960,"20/02/2020",1,60,6,2,8,1,2,62,3,1,2,99,4,3,2,1,3,2,3,99,NA,NA,NA,NA,NA,NA,2,3,2,2,10,1,1,6,3,0,0,2,0,8,1,10,2,3,NA,NA,4,4,4,4,4,4,4,4,1,6,2,1,1,1,1,9,6,2,3,4,7,5,29,2,1995,1,1,3,"4",2,1,5,1,1,1,"09/03/2020",1,1,1,5,2,"74","48","","24","","",3,3,3,1,1,1,0.735888841118538,0.682562047209443,4,4,3
"208",2963,"23/02/2020",1,61,6,2,4,1,5,33,3,1,2,1,4,3,2,4,3,4,1,2,NA,NA,NA,NA,NA,NA,3,4,1,1,5,8,8,0,2,0,0,0,0,3,8,0,8,3,NA,NA,4,3,2,4,4,4,4,4,1,6,0,2,5,5,2,6,9,7,3,1,5,5,21,4,NA,2,1,5,"4",2,1,5,1,1,1,"05/03/2020",1,1,3,5,3,"60","42","","02","","",11,3,1,1,1,1,1.02206925952575,1.09298421499177,2,4,2
"209",2968,"27/02/2020",1,61,6,1,2,1,2,65,2,1,3,1,1,4,1,2,1,2,1,2,NA,NA,NA,NA,NA,NA,3,3,2,2,7,98,98,98,5,5,4,4,0,7,7,7,98,4,NA,NA,1,4,3,3,4,4,4,4,1,6,1,1,5,5,1,1,1,4,1,4,7,6,80,5,NA,3,2,2,"3",2,1,5,1,1,1,"11/03/2020",1,1,1,4,4,"64","48","","31","02","",1,3,1,1,1,1,1.65398249873891,1.97512155279045,1,4,1
"210",2978,"28/02/2020",1,60,6,1,4,1,2,32,13,1,4,98,1,2,2,3,1,2,1,2,NA,NA,NA,NA,NA,NA,3,4,2,2,8,0,0,8,0,8,8,10,0,10,0,8,6,0,NA,NA,4,4,4,3,4,4,3,1,1,6,2,7,14,1,7,7,99,1,1,4,7,8,14,6,NA,1,1,3,"3.5",2,1,2,1,1,1,"04/03/2020",1,1,7,5,5,"43","","","01","","",1,3,1,1,1,1,1.13692490516122,1.21997864123603,2,2,2
"211",3011,"11/02/2020",1,NA,6,2,5,1,3,8,1,3,4,98,1,4,3,3,1,1,2,98,NA,NA,NA,NA,NA,NA,2,3,2,2,7,0,0,0,0,8,0,10,0,8,0,7,0,0,NA,NA,1,1,4,98,1,2,4,2,3,5,0,7,1,1,7,7,7,1,3,3,7,3,21,6,NA,1,2,1,"6",4,1,1,1,1,1,"11/03/2020",1,1,7,5,9,"64","","","36","","",1,2,1,1,1,1,0.846867140164023,1.01625670489914,3,1,2
"212",3015,"23/02/2020",1,60,6,2,7,1,98,63,1,2,1,1,1,3,98,2,3,4,4,2,NA,NA,NA,NA,NA,NA,1,3,1,1,1,8,6,0,0,0,0,0,3,3,8,0,8,99,NA,NA,2,2,1,1,4,4,4,4,1,6,3,99,4,99,99,99,2,5,3,2,2,5,33,2,1987,1,1,4,"5",4,1,4,1,1,1,"08/03/2020",1,1,99,5,9,"69","","","99","","",2,1,3,1,1,1,0.832570579541014,0.723451426363539,4,3,3
"213",3017,"25/02/2020",1,52,5,1,5,1,4,65,3,1,2,1,1,3,2,1,4,2,3,1,NA,NA,NA,NA,NA,NA,3,3,1,2,4,6,3,2,2,2,2,3,1,4,6,4,4,2,NA,NA,3,3,4,4,4,4,3,2,1,4,2,2,3,5,6,5,4,5,3,4,7,6,4,4,NA,2,1,3,"5",5,1,4,1,1,1,"",NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,1,0.813601687649164,NA,3,3,2
"214",3018,"21/02/2020",1,60,6,2,5,1,2,33,3,3,2,2,4,1,2,4,3,3,2,2,NA,NA,NA,NA,NA,NA,4,3,1,1,1,8,5,2,1,1,1,1,1,4,4,2,7,2,NA,NA,2,2,3,4,3,4,4,3,3,5,5,99,98,98,99,99,99,4,3,1,4,5,31,5,NA,2,1,3,"5",2,1,5,1,1,1,"05/03/2020",1,1,2,4,6,"72","61","47","21","07","",2,2,1,1,1,1,0.719122699947309,0.738385073888072,3,4,2
